,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bankruptcies,2.0,4.0,11.0,3.0,4.0,0.0,0.0,3.0,25.0,140.0,157.0,92.0,51.0,24.0,18.0,8.0,5.0,8.0,0.0,4.0,4.0,0.0,0.0,3.0
